message,label
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham
That was random saw my old roomate on campus. He graduated,ham
I tagged MY friends that you seemed to count as YOUR friends.,ham
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham
Armand says get your ass over to epsilon,ham
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
Hows the street where the end of library walk is?,ham
K..k...from tomorrow onwards started ah?,ham
Thank you princess! I want to see your nice juicy booty...,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
Good. No swimsuit allowed :),ham
Ard 4 lor...,ham
Wat happened to the cruise thing,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
K..k..i'm also fine:)when will you complete the course?,ham
Yup n her fren lor. I'm meeting my fren at 730.,ham
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
Will you come online today night,ham
Should I be stalking u?,ham
G.W.R,ham
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,ham
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham
"aight we can pick some up, you open before tonight?",ham
Anything lar...,ham
University of southern california.,ham
Leave it. U will always be ignorant.,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
Only once then after ill obey all yours.,ham
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",spam
Ok i also wan 2 watch e 9 pm show...,ham
UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,spam
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,spam
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
What happened to our yo date?,ham
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
Ok.ok ok..then..whats ur todays plan,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
Want to send me a virtual hug?... I need one,ham
Hi dear we saw dear. We both are happy. Where you my battery is low,ham
I know a few people I can hit up and fuck to the yes,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
My sister going to earn more than me da.,ham
aathi..where are you dear..,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
"Dude u knw also telugu..thts gud..k, gud nyt..",ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam
Then anything special?,ham
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham
No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,ham
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham
Remind me how to get there and I shall do so,ham
"Sorry, I'll call later",ham
Yes just finished watching days of our lives. I love it.,ham
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
I'll meet you in the lobby,ham
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",ham
Did u got that persons story,ham
Ok then i'll let him noe later n ask him call u tmr...,ham
"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",ham
i cant talk to you now.i will call when i can.dont keep calling.,ham
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",ham
ÌÏ still got lessons?  ÌÏ in sch?,ham
Wife.how she knew the time of murder exactly,ham
No problem with the renewal. I.ll do it right away but i dont know his details.,ham
She told to hr that he want posting in chennai:)because i'm working here:),ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
I'm at work. Please call,ham
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham
Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",spam
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham
"Yeah I am, so I'll leave maybe 7ish?",ham
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
Nice.nice.how is it working?,ham
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam
What time should I tell my friend to be around?,ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,ham
I am on the way to ur home,ham
I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham
"Yeah that's what I thought, lemme know if anything's goin on later",ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam
Wife.how she knew the time of murder exactly,ham
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",ham
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
No no. I will check all rooms befor activities,ham
"4 tacos + 1 rajas burrito, right?",ham
How dare you change my ring,ham
"Alright, see you in a bit",ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
Then Ì_ come n pick me at 530 ar?,ham
"And very importantly, all we discuss is between u and i only.",ham
Then she dun believe wat?,ham
How was txting and driving,ham
Ok. Me watching tv too.,ham
Indeed and by the way it was either or - not both !,ham
R u sure they'll understand that! Wine * good idea just had a slurp!,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
Hey tmr meet at bugis 930 ?,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
If I was I wasn't paying attention,ham
No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham
Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
Why are u up so early?,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
Am going to take bath ill place the key in window:-),ham
Thanks. Fills me with complete calm and reassurance! ,ham
G wants to know where the fuck you are,ham
Went to ganesh dress shop,ham
Hey... are you going to quit soon? Xuhui and i working till end of the month ,ham
Should i send you naughty pix? :),ham
COME BACK TO TAMPA FFFFUUUUUUU,ham
Yeah that's the impression I got,ham
How are you enjoying this semester? Take care brother.,ham
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,ham
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,spam
Okie...,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
I've sent Ì_ my part..,ham
Where to get those?,ham
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
You have 1 new message. Please call 08718738034.,spam
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,ham
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham
Oh baby of the house. How come you dont have any new pictures on facebook,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",spam
"It's cool, we can last a little while. Getting more any time soon?",ham
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
As usual u can call me ard 10 smth.,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",ham
Right it wasnt you who phoned it was someone with a number like yours!,ham
Networking job is there.,ham
FreeMsg>FAV XMAS TONES!Reply REAL,spam
Whos this am in class:-),ham
You have 1 new message. Please call 08715205273,spam
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham
"I'm in a meeting, call me later at",ham
Thank You meet you monday,ham
Sen told that he is going to join his uncle finance in cbe,ham
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",ham
Yeah sure I'll leave in a min,ham
Hey happy birthday...,ham
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
Anything lor. Juz both of us lor.,ham
I went to ur hon lab but no one is there.,ham
Hey they r not watching movie tonight so i'll prob b home early...,ham
"life alle mone,eppolum oru pole allalo",ham
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",ham
"Sorry, I'll call later",ham
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham
Hey i've booked the 2 lessons on sun liao...,ham
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham
I know you are serving. I mean what are you doing now.,ham
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
X2  &lt;#&gt; . Are you going to get that,ham
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham
R Ì_ going 4 today's meeting?,ham
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,ham
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham
Ya had just now.onion roast.,ham
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",ham
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
What is your record for one night? :),ham
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham
Is there coming friday is leave for pongal?do you get any news from your work place.,ham
Will do. Have a good day,ham
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
Oh yah... We never cancel leh... Haha ,ham
Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
You will go to walmart. I.ll stay.,ham
No way I'm going back there!,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
You still around? Looking to pick up later,ham
But i'm surprised she still can guess right lor...,ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",ham
"Sorry, I'll call later",ham
"Babe, I'm back ... Come back to me ...",ham
Except theres a chick with huge boobs.,ham
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham
There is no sense in my foot and penis.,ham
I'm on the bus. Love you,ham
K then 2marrow are you coming to class.,ham
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",ham
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",ham
Hey what are you doing. Y no reply pa..,ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
Love it! The girls at the office may wonder why you are smiling but sore...,ham
URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam
How much it will cost approx . Per month.,ham
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
Still in customer place,ham
I'm e person who's doing e sms survey...,ham
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham
Anything lor is she coming?,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
Somebody set up a website where you can play hold em using eve online spacebucks,ham
I liked the new mobile,ham
Gud ni8.swt drms.take care,ham
"Aight, text me tonight and we'll see what's up",ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,spam
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
Short But Cute : \ Be a good person ,ham
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,ham
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
My phone,ham
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,ham
Sorry i din lock my keypad.,ham
WOT U UP 2 J?,ham
She.s find. I sent you an offline message to know how anjola's now.,ham
Alright took the morphine. Back in yo.,ham
Nothing just getting msgs by dis name wit different no's..,ham
Ok.,ham
"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham
Oh k:)after that placement there ah?,ham
Aiyah ok wat as long as got improve can already wat...,ham
May b approve panalam...but it should have more posts..,ham
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,ham
Dont you have message offer,ham
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",spam
Tell me pa. How is pain de.,ham
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham
I am not sure about night menu. . . I know only about noon menu,ham
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
"Nah, I'm a perpetual DD",ham
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
I'm wif him now buying tix lar...,ham
Missed call alert. These numbers called but left no message. 07008009200,spam
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
No. I dont want to hear anything,ham
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham
What happen to her tell the truth,ham
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",spam
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),spam
"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
Ew are you one of them?,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
Not to worry. I'm sure you'll get it.,ham
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,ham
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham
"Sorry, got a late start, we're on the way",ham
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
Not yet chikku..wat abt u?,ham
Ok... Take ur time n enjoy ur dinner...,ham
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,ham
Oh ya ya. I remember da. .,ham
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
Sorry that was my uncle. I.ll keep in touch,ham
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",ham
What's nannys address?,ham
At home also.,ham
Happy New Year Princess!,ham
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",ham
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,ham
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,ham
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",ham
Okay same with me. Well thanks for the clarification,ham
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,ham
"Latest News! Police station toilet stolen, cops have nothing to go on!",spam
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
7 lor... Change 2 suntec... Wat time u coming?,ham
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
Its like that hotel dusk game i think. You solve puzzles in a area thing,ham
No. Did you multimedia message them or e-mail?,ham
You still at the game?,ham
When you guys planning on coming over?,ham
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
